114/12/04,一、日期 ： 中華民國114年12月3日（星期三）0600時至12月4日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機8架次（進入西南空域2架次）及共艦5艘，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/14,一、日期： 中華民國112年1月13日（星期五）0600時至1月14日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機1架次、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/13,一、日期： 中華民國112年1月12日（星期四）0600時至1月13日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機7架次(其中逾越海峽中線及其延伸線進入西南空域2架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/12,中共解放軍臺海周邊海、空域動態 發布時間：112年1月12日0900時 一、日期： 中華民國112年1月11日（星期三）0600時至1月12日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機15架次(其中逾越海峽中線及其延伸線進入西南空域6架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/11,一、日期： 中華民國112年1月10日（星期二）0600時至1月11日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機8架次(其中逾越海峽中線及其延伸線進入西南空域2架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/10,一、日期： 中華民國112年1月9日（星期一）0600時至112年1月10日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機11架次(其中逾越海峽中線及其延伸線進入西南空域7架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/09,中共解放軍臺海周邊海、空域動態 發布時間：112年1月9日0900時 一、日期： 中華民國112年1月8日（星期日）0600時至112年1月9日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機57架次(其中逾越海峽中線及其延伸線進入西南空域28架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/08,中共解放軍臺海周邊海、空域動態 發布時間：112年1月8日0900時 一、日期： 中華民國112年1月7日（星期六）0600時至112年1月8日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機6架次(其中逾越海峽中線1架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/07,中共解放軍臺海周邊海、空域動態 發布時間：112年1月7日0900時 一、日期： 中華民國112年1月6日（星期五）0600時至112年1月7日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機22架次(其中逾越海峽中線及其延伸線進入西南空域16架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/06,中共解放軍臺海周邊海、空域動態 發布時間：112年1月6日0900時 一、日期： 中華民國112年1月5日（星期四）0600時至112年1月6日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機17架次(其中進入西南空域4架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/05,一、日期： 中華民國112年1月4日（星期三）0600時至112年1月5日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機12架次(其中進入西南空域4架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/04,一、日期： 中華民國112年1月3日（星期二）0600時至1月4日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機10架次(其中進入西南空域1架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/03,中共解放軍臺海周邊海、空域動態 發布時間：112年1月3日0900時 一、日期： 中華民國112年1月2日（星期一）0600時至112年1月3日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機1架次、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/02,中共解放軍臺海周邊海、空域動態 發布時間：112年1月2日0900時 一、日期： 中華民國112年1月1日（星期日）0600時至112年1月2日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機8架次、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
112/01/01,中共解放軍臺海周邊海、空域動態 發布時間：112年1月1日0900時 一、日期： 中華民國111年12月31日（星期六）0600時至112年1月1日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機24架次(其中逾越海峽中線及其延伸線進入西南空域15架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/31,中共解放軍臺海周邊海、空域動態 發布時間：111年12月31日0900時 一、日期： 中華民國111年12月30日（星期五）0600時至12月31日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機9架次(其中進入西南空域2架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/30,一、日期： 中華民國111年12月29日（星期四）0600時至12月30日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機9架次(其中進入西南空域1架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/29,中共解放軍臺海周邊海、空域動態(111年12月29日) 一、日期： 中華民國111年12月28日（星期三）0600時至12月29日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機12架次(其中進入西南空域2架次)、共艦5艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/28,一、日期： 中華民國111年12月27日（星期二）0600時至12月28日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機11架次(其中進入西南空域3架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/27,一、日期： 中華民國111年12月26日（星期一）0600時至12月27日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機6架次、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/26,一、日期： 中華民國111年12月25日（星期日）0600時至12月26日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機71架次(其中逾越海峽中線及進入西南空域47架次)、共艦7艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/25,一、日期： 中華民國111年12月24日（星期六）0600時至12月25日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機8架次(其中進入西南空域1架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/24,中共解放軍臺海周邊海、空域動態(111年12月24日) 一、日期： 中華民國111年12月23日（星期五）0600時至12月24日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機11架次、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/23,一、日期： 中華民國111年12月22日（星期四）0600時至12月23日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機9架次(其中進入西南空域2架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/22,一、日期： 中華民國111年12月21日（星期三）0600時至12月22日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機39架次(其中逾越海峽中線及其延伸線進入西南及東南空域30架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/21,一、日期： 中華民國111年12月20日（星期二）0600時至12月21日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機11架次(其中進入西南空域4架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/20,一、日期： 中華民國111年12月19日（星期一）0600時至12月20日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機13架次(其中進入西南空域6架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/19,一、日期： 中華民國111年12月18日（星期日）0600時至12月19日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機17架次(其中逾越海峽中線及其延伸線進入西南空域9架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/18,一、日期： 中華民國111年12月17日（星期六）0600時至12月18日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機4架次、共艦2艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。 1.Date：
111/12/17,一、日期： 中華民國111年12月16日（星期五）0600時至12月17日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機2架次、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/16,一、日期： 中華民國111年12月15日（星期四）0600時至12月16日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機13架次(其中進入西南空域1架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/15,一、日期： 中華民國111年12月14日（星期三）0600時至12月15日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機9架次、共艦5艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/14,一、日期： 中華民國111年12月13日（星期二）0600時至12月14日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機11架次(其中進入西南空域1架次)、共艦7艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
111/12/13,一、日期： 中華民國111年12月12日（星期一）0600時至12月13日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機29架次(其中進入西南空域21架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處。
